respondent_id,age,gender,region,monthly_income_band,household_size,primary_shopping_channel,most_purchased_category,monthly_fmcg_spend_idr,purchase_frequency_per_month,brand_switching_frequency,promotion_response,price_sensitivity_1,price_sensitivity_2,price_sensitivity_3,quality_orientation_1,quality_orientation_2,quality_orientation_3,health_orientation_1,health_orientation_2,health_orientation_3,sustainability_orientation_1,sustainability_orientation_2,sustainability_orientation_3,digital_influence_1,digital_influence_2,digital_influence_3,convenience_orientation_1,convenience_orientation_2,convenience_orientation_3,brand_trust_1,brand_trust_2,brand_trust_3,new_product_intention_1,new_product_intention_2,new_product_intention_3
R0404,43,Woman,Sumatra,IDR 5–10M,3,E-commerce,Personal care,950000,15,Sometimes,3.0,3,4,4,4,4,4,4,4,4,4,3,3.0,4,4,3,4,4,4,4,4,4,3,3,2
R0405,32,Man,Sumatra,IDR 5–10M,4,Supermarket,Home care,430000,10,Often,3.0,5,4,4,3,4,3,3,3,4,3,3,2.0,2,3,2,4,4,4,4,4,3,3,3,4
R0406,31,Man,Java,< IDR 5M,3,E-commerce,Personal care,1230000,6,Rarely,3.0,2,2,3,4,4,4,5,5,4,3,3,2.0,3,2,3,4,3,3,4,4,4,5,5,4
R0407,25,Woman,Java,IDR 5–10M,3,Minimarket,Personal care,940000,8,Often,3.0,3,4,3,3,4,4,4,3,4,4,4,4.0,4,4,4,4,4,4,3,2,2,4,4,4
R0408,20,Woman,Sumatra,< IDR 5M,1,E-commerce,Food & beverages,900000,9,Often,4.0,3,3,3,4,3,4,4,4,3,3,3,4.0,5,5,5,4,4,3,3,3,3,4,4,4
R0409,44,Woman,Sulawesi,IDR 10–20M,2,Supermarket,Food & beverages,1910000,11,Rarely,3.0,3,4,3,4,4,4,3,3,3,3,3,2.0,3,3,3,4,5,4,4,4,5,2,3,3
R0410,26,Woman,Java,IDR 5–10M,5,Minimarket,Personal care,920000,10,Sometimes,4.0,3,3,3,3,3,3,4,4,3,2,3,3.0,4,4,5,5,4,4,3,3,3,4,4,5
R0411,27,Woman,Java,IDR 5–10M,2,Traditional market,Food & beverages,1340000,9,Rarely,3.0,2,3,3,5,5,5,5,4,4,3,2,3.0,4,3,3,5,3,4,4,5,4,3,3,3
R0412,35,Woman,Java,> IDR 20M,3,Traditional market,Food & beverages,980000,7,Sometimes,5.0,4,3,4,4,3,4,3,3,3,3,3,3.0,3,3,3,3,3,4,3,4,4,4,4,4
R0413,33,Man,Kalimantan,IDR 10–20M,2,Supermarket,Food & beverages,1440000,8,Sometimes,4.0,2,2,2,4,4,4,5,5,5,4,4,3.0,4,3,4,4,3,4,3,4,3,5,5,5
R0414,40,Woman,Java,IDR 5–10M,2,E-commerce,Personal care,870000,10,Often,3.0,3,3,3,4,4,3,5,4,4,4,3,4.0,3,4,2,3,3,3,4,4,5,4,4,4
R0415,40,Man,Sumatra,IDR 10–20M,3,Minimarket,Personal care,930000,9,Sometimes,3.0,3,3,3,4,5,5,4,3,4,3,4,4.0,3,3,3,3,3,3,3,3,3,4,5,4
R0416,30,Woman,Kalimantan,IDR 10–20M,2,E-commerce,Food & beverages,1340000,11,Rarely,3.0,3,2,2,5,5,5,3,3,3,4,4,3.0,3,4,4,4,3,4,5,4,4,4,4,4
R0417,46,Man,Sumatra,IDR 10–20M,4,Supermarket,Home care,1070000,7,Rarely,2.0,3,2,2,4,5,5,4,5,4,3,4,3.0,4,4,5,2,3,3,4,5,4,4,4,4
R0418,28,Man,Kalimantan,< IDR 5M,4,Traditional market,Personal care,960000,7,Often,3.0,2,3,3,5,5,5,4,4,4,3,3,3.0,2,3,3,3,4,4,4,4,5,4,4,3
R0419,32,Woman,Java,IDR 10–20M,3,Traditional market,Personal care,1740000,10,Often,4.0,3,3,3,4,4,4,4,4,4,3,3,3.0,4,4,4,5,4,4,3,3,4,4,5,4
R0420,18,Man,Sumatra,< IDR 5M,3,Minimarket,Home care,670000,6,Often,4.0,5,5,5,3,3,3,3,3,3,3,3,3.0,3,3,3,4,5,4,3,3,3,3,3,3
R0421,31,Woman,Java,IDR 5–10M,5,E-commerce,Personal care,840000,9,Often,3.0,3,3,3,3,4,4,4,4,5,3,2,3.0,5,5,4,5,4,4,3,4,3,4,4,4
R0422,23,Man,Java,< IDR 5M,2,Traditional market,Food & beverages,640000,6,Sometimes,3.0,4,4,4,3,3,4,3,3,3,2,3,3.0,4,3,3,4,4,4,4,5,4,3,2,3
R0423,43,Woman,Java,> IDR 20M,2,E-commerce,Food & beverages,1920000,10,Rarely,4.0,3,3,3,3,3,3,3,3,3,3,4,3.0,2,3,2,4,4,4,4,4,4,4,3,3
R0424,43,Woman,Sumatra,< IDR 5M,3,Traditional market,Food & beverages,720000,8,Sometimes,5.0,4,4,4,3,4,4,3,4,4,3,3,2.0,3,4,3,4,5,4,3,3,2,4,4,3
R0425,25,Man,Java,< IDR 5M,3,Supermarket,Home care,580000,7,Often,5.0,5,4,5,3,3,4,3,3,3,3,3,2.0,3,3,4,3,3,3,3,3,2,4,3,3
R0426,31,Woman,Java,IDR 5–10M,2,Minimarket,Food & beverages,760000,7,Often,4.0,4,4,4,4,4,4,4,3,3,2,2,2.0,4,4,4,4,4,4,3,3,4,3,3,2
R0427,29,Man,Java,IDR 5–10M,2,Supermarket,Food & beverages,890000,4,Never,2.0,4,3,3,4,4,4,3,3,3,3,3,4.0,3,2,2,3,3,4,4,4,4,2,3,2
R0428,40,Woman,Sumatra,> IDR 20M,5,Minimarket,Food & beverages,1350000,11,Rarely,1.0,2,2,2,4,4,4,3,3,3,3,2,2.0,4,4,3,5,4,5,5,4,5,4,3,2
R0429,28,Man,Java,< IDR 5M,4,Minimarket,Food & beverages,680000,9,Sometimes,,3,3,4,3,3,3,3,3,3,3,3,3.0,4,4,4,4,3,4,3,3,3,4,4,5
R0430,30,Woman,Sumatra,< IDR 5M,3,Supermarket,Food & beverages,450000,6,Sometimes,4.0,5,5,3,4,4,4,2,3,3,3,4,3.0,3,3,3,4,4,4,3,2,3,2,3,3
R0431,54,Woman,Java,IDR 10–20M,2,E-commerce,Personal care,1390000,11,Rarely,4.0,2,3,3,4,4,4,4,3,4,3,3,3.0,3,3,2,2,3,3,5,5,5,4,4,4
R0432,30,Man,Java,IDR 10–20M,1,Traditional market,Home care,1050000,10,Often,3.0,4,4,3,4,4,4,3,3,3,3,4,4.0,4,5,4,4,5,5,2,3,3,4,5,5
R0433,23,Woman,Sulawesi,IDR 10–20M,3,Supermarket,Home care,1360000,11,Rarely,4.0,3,3,3,4,5,5,4,4,3,3,3,3.0,3,3,4,4,5,4,4,4,4,4,4,4
R0434,34,Woman,Kalimantan,IDR 5–10M,3,Minimarket,Home care,1110000,11,Rarely,2.0,3,4,2,4,4,4,3,3,2,3,2,2.0,4,3,3,5,5,5,4,4,4,4,3,3
R0435,34,Woman,Sumatra,IDR 10–20M,2,Supermarket,Personal care,1470000,10,Never,3.0,3,3,3,4,5,4,4,4,4,3,4,3.0,3,3,3,3,3,4,4,4,4,4,4,4
R0436,31,Man,Sulawesi,IDR 5–10M,2,Traditional market,Home care,880000,8,Rarely,3.0,3,3,3,3,4,4,4,4,4,4,3,3.0,4,4,4,4,4,4,3,3,3,4,4,4
R0437,46,Man,Bali & Nusa Tenggara,IDR 5–10M,3,Minimarket,Home care,930000,11,Rarely,4.0,2,4,4,3,3,3,2,3,4,2,2,,3,4,3,4,3,4,4,5,3,3,3,3
R0438,26,Woman,Java,IDR 10–20M,2,Traditional market,Food & beverages,1460000,8,Never,4.0,2,2,3,5,5,5,5,4,4,4,3,4.0,3,4,4,4,3,4,4,4,4,4,4,4
R0439,34,Woman,Java,> IDR 20M,6,E-commerce,Food & beverages,2610000,8,Never,2.0,2,2,1,5,4,5,4,4,4,4,4,4.0,4,3,3,4,3,3,4,4,5,3,4,3
R0440,31,Woman,Java,IDR 5–10M,1,Minimarket,Personal care,700000,8,Sometimes,5.0,4,4,4,3,2,4,3,3,3,3,3,3.0,3,3,3,3,4,3,3,4,4,3,2,3
R0441,48,Woman,Sulawesi,IDR 10–20M,3,Minimarket,Personal care,1030000,12,Rarely,1.0,4,4,4,4,4,4,3,3,4,4,4,3.0,2,2,3,4,5,5,5,5,4,3,3,3
R0442,18,Man,Bali & Nusa Tenggara,< IDR 5M,4,E-commerce,Personal care,650000,4,Sometimes,5.0,4,4,3,4,3,3,3,3,3,3,3,3.0,3,4,4,3,4,3,4,3,4,4,3,3
R0443,38,Woman,Java,> IDR 20M,4,Minimarket,Food & beverages,1870000,11,Rarely,3.0,2,2,2,4,5,4,2,3,2,4,4,4.0,3,3,3,4,3,4,3,4,4,4,4,4
R0444,38,Man,Java,< IDR 5M,2,Traditional market,Personal care,700000,6,Never,3.0,3,4,3,3,3,3,3,4,3,3,3,3.0,3,3,3,4,5,4,2,3,3,3,3,3
R0445,36,Man,Sumatra,> IDR 20M,1,Supermarket,Home care,1550000,12,Sometimes,3.0,3,2,2,4,5,5,5,4,4,4,4,4.0,4,4,4,3,3,3,3,4,3,5,4,4
R0446,40,Man,Sumatra,< IDR 5M,3,Minimarket,Home care,470000,9,Sometimes,5.0,4,5,5,3,3,3,3,3,4,3,3,3.0,2,2,3,3,3,4,3,3,3,3,4,3
R0447,36,Man,Java,IDR 5–10M,2,E-commerce,Food & beverages,880000,12,Sometimes,5.0,5,4,4,3,3,2,3,4,3,3,2,3.0,3,3,3,2,3,3,3,3,3,3,2,2
R0448,42,Man,Java,IDR 5–10M,3,Supermarket,Home care,1520000,14,Rarely,4.0,4,4,4,4,4,3,4,3,3,4,4,3.0,3,3,2,4,4,4,4,5,4,4,3,3
R0449,29,Man,Sumatra,IDR 10–20M,1,Supermarket,Personal care,1460000,9,Rarely,2.0,3,2,2,4,4,5,4,5,4,3,3,3.0,3,4,3,3,3,4,5,5,5,4,4,4
R0450,50,Man,Java,> IDR 20M,2,Minimarket,Food & beverages,1390000,12,Rarely,2.0,3,3,4,4,4,4,4,3,4,3,3,4.0,3,4,3,5,4,5,4,5,4,4,4,4
R0451,30,Woman,Java,IDR 10–20M,3,Traditional market,Home care,710000,7,Often,5.0,4,5,4,4,4,4,3,2,2,3,3,2.0,4,4,3,4,4,4,3,3,3,4,4,4
R0452,25,Woman,Sumatra,IDR 5–10M,4,Minimarket,Personal care,650000,8,Rarely,5.0,4,4,4,3,4,3,3,3,3,3,2,3.0,3,3,2,4,4,4,4,4,3,3,3,3
R0453,18,Man,Java,IDR 5–10M,3,Traditional market,Home care,730000,12,Often,4.0,3,3,3,4,4,4,3,3,3,4,3,3.0,4,4,4,4,4,4,2,3,2,4,5,4
R0454,39,Man,Sumatra,IDR 10–20M,2,E-commerce,Food & beverages,1770000,7,Rarely,3.0,4,3,3,3,4,4,4,5,4,4,4,4.0,4,3,3,3,3,2,5,4,4,3,3,3
R0455,20,Man,Sumatra,IDR 10–20M,2,Minimarket,Personal care,850000,9,Rarely,4.0,4,3,4,3,3,3,4,3,3,2,2,2.0,2,2,3,3,4,5,3,2,3,3,3,3
R0456,33,Man,Java,< IDR 5M,5,E-commerce,Personal care,680000,6,Sometimes,3.0,4,4,4,3,4,3,4,4,3,3,3,3.0,3,4,5,4,4,5,3,3,3,4,5,5
R0457,26,Woman,Java,IDR 5–10M,1,E-commerce,Personal care,540000,6,Sometimes,5.0,4,4,4,4,4,4,4,4,4,3,3,3.0,4,4,4,3,3,3,4,4,4,3,3,3
R0458,50,Woman,Java,IDR 10–20M,2,E-commerce,Home care,880000,10,Rarely,2.0,2,3,3,3,3,3,3,3,2,3,2,2.0,3,3,3,4,4,4,5,4,5,3,2,3
R0459,52,Man,Java,> IDR 20M,3,Minimarket,Food & beverages,1240000,11,Rarely,3.0,3,3,3,2,4,3,3,3,4,3,4,3.0,3,2,2,5,5,5,3,4,4,4,4,4
R0460,38,Man,Java,> IDR 20M,3,E-commerce,Home care,1590000,10,Rarely,3.0,3,3,3,5,5,5,4,4,3,4,4,4.0,3,3,3,5,3,4,5,4,5,4,3,4
R0461,51,Man,Sumatra,IDR 5–10M,1,Supermarket,Home care,970000,10,Rarely,3.0,3,3,3,3,3,3,4,3,3,3,3,3.0,3,3,3,4,4,4,4,4,5,3,3,2
R0462,35,Man,Sulawesi,,7,Minimarket,Food & beverages,2470000,12,Rarely,3.0,2,2,3,5,4,5,4,3,4,3,3,3.0,3,3,4,3,4,4,4,4,4,3,4,3
R0463,18,Woman,Sulawesi,IDR 10–20M,2,Minimarket,Food & beverages,830000,7,Sometimes,5.0,4,3,4,3,4,4,2,3,2,3,3,3.0,4,3,4,4,4,4,3,3,3,4,3,3
R0464,34,Man,Sumatra,> IDR 20M,3,E-commerce,Home care,1490000,8,Sometimes,3.0,3,2,3,4,3,3,3,2,3,3,3,3.0,4,4,4,3,4,4,5,5,5,3,3,3
R0465,30,Woman,Java,IDR 5–10M,4,Minimarket,Personal care,910000,9,Sometimes,3.0,3,3,3,4,4,4,4,2,3,3,3,3.0,3,3,3,4,4,5,4,5,5,3,3,3
R0466,29,Man,Sumatra,IDR 10–20M,2,Supermarket,Home care,1670000,8,Rarely,,3,2,2,5,5,4,5,3,4,4,3,4.0,3,4,4,3,4,4,4,4,4,4,5,4
R0467,27,Man,Java,IDR 5–10M,3,E-commerce,Food & beverages,1270000,3,Often,4.0,4,4,4,3,4,3,4,4,4,4,3,3.0,5,3,5,3,5,4,3,3,3,4,4,3
R0468,37,Woman,Java,IDR 10–20M,4,E-commerce,Food & beverages,1100000,9,Rarely,3.0,2,2,2,4,4,4,4,4,4,4,4,4.0,3,3,3,5,4,5,4,4,4,4,4,4
R0469,20,Woman,Sumatra,> IDR 20M,1,Traditional market,Food & beverages,1300000,9,Often,3.0,4,3,3,3,4,4,3,4,3,3,3,3.0,4,5,4,5,4,5,3,3,3,3,4,4
R0470,38,Woman,Java,IDR 10–20M,3,Minimarket,Home care,1220000,10,Rarely,4.0,4,4,4,4,4,4,3,4,4,4,4,4.0,2,3,3,4,4,4,4,4,5,3,2,3
R0471,33,Man,Kalimantan,> IDR 20M,2,Supermarket,Food & beverages,1350000,10,Rarely,2.0,3,2,2,3,3,3,3,3,3,4,4,3.0,2,2,1,4,4,4,4,4,4,3,4,4
R0472,26,Woman,Sulawesi,IDR 10–20M,7,Supermarket,Food & beverages,1140000,6,Never,3.0,3,3,3,3,4,3,3,3,3,3,3,3.0,2,2,2,5,5,5,4,5,5,3,3,4
R0473,18,Woman,Sumatra,IDR 5–10M,3,E-commerce,Personal care,890000,5,Often,2.0,4,3,3,4,3,4,4,4,4,3,4,4.0,4,5,5,3,2,3,3,3,3,4,4,4
R0474,23,Woman,Sulawesi,> IDR 20M,2,Supermarket,Home care,1520000,9,Rarely,2.0,3,4,3,3,4,4,3,4,3,3,3,4.0,2,2,2,4,4,4,4,4,5,4,5,4
R0475,22,Woman,Java,IDR 5–10M,3,E-commerce,Food & beverages,660000,9,Sometimes,4.0,5,4,4,3,3,3,2,2,2,2,2,2.0,4,3,4,3,4,3,3,2,2,3,3,3
R0476,33,Woman,Java,> IDR 20M,4,Supermarket,Personal care,1280000,8,Sometimes,2.0,3,4,5,4,4,5,4,3,3,3,3,3.0,3,3,3,5,4,4,4,5,4,4,3,4
R0477,23,Woman,Java,< IDR 5M,2,E-commerce,Personal care,650000,7,Sometimes,4.0,3,4,4,3,3,4,3,5,4,3,3,3.0,4,4,4,4,4,4,3,3,3,5,4,5
R0478,37,Woman,Sumatra,> IDR 20M,2,E-commerce,Personal care,1260000,8,Often,4.0,3,3,3,4,3,4,3,4,4,4,4,4.0,3,4,4,5,4,5,4,3,5,4,4,4
R0479,33,Woman,Java,IDR 5–10M,2,Supermarket,Home care,1130000,12,Rarely,3.0,2,2,3,5,5,5,5,4,4,3,4,4.0,4,4,4,4,4,5,4,4,4,5,4,5
R0480,38,Man,Java,< IDR 5M,3,Minimarket,Home care,500000,8,Sometimes,5.0,5,5,5,2,2,3,3,2,3,3,4,3.0,2,2,3,3,4,3,3,2,3,4,3,2
R0481,18,Man,Java,> IDR 20M,2,E-commerce,Personal care,1240000,10,Rarely,3.0,4,4,4,4,4,3,3,3,4,3,3,3.0,4,4,5,4,5,5,4,4,3,5,4,4
R0482,34,Woman,Kalimantan,IDR 10–20M,3,Minimarket,Personal care,820000,11,Never,4.0,2,3,3,3,4,3,3,4,3,3,3,3.0,3,3,3,3,4,4,5,5,5,3,4,4
R0483,28,Man,Java,IDR 10–20M,1,E-commerce,Food & beverages,850000,9,Sometimes,5.0,5,5,4,3,4,3,4,3,2,3,3,3.0,3,3,3,2,3,2,3,3,3,2,3,3
R0484,33,Man,Bali & Nusa Tenggara,< IDR 5M,3,Minimarket,Home care,680000,9,Rarely,4.0,4,4,5,3,4,3,3,4,4,2,2,2.0,3,3,3,4,4,3,4,4,4,3,3,3
R0485,30,Man,Java,IDR 10–20M,3,Supermarket,Personal care,770000,9,Often,3.0,3,3,3,3,3,4,4,4,3,3,4,3.0,4,3,4,4,3,3,3,3,3,5,4,4
R0486,35,Man,Kalimantan,IDR 5–10M,5,Minimarket,Home care,790000,6,Sometimes,4.0,3,3,4,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,4,3,3,3,3,3,3
R0487,27,Man,Kalimantan,IDR 10–20M,3,Minimarket,Home care,1040000,7,Sometimes,4.0,4,3,3,4,5,4,3,3,4,5,4,5.0,4,3,4,4,4,4,3,3,3,4,4,5
R0488,32,Man,Java,IDR 5–10M,2,E-commerce,Personal care,800000,9,Often,5.0,3,3,3,3,4,3,3,4,3,4,3,4.0,5,4,5,4,4,4,3,4,4,4,5,4
R0489,41,Man,Java,< IDR 5M,3,Supermarket,Home care,810000,10,Sometimes,4.0,4,5,4,3,3,3,4,4,3,3,3,3.0,4,2,4,4,5,4,3,3,3,4,3,3
R0490,33,Man,Sulawesi,IDR 10–20M,3,Minimarket,Home care,1420000,10,Rarely,3.0,3,2,3,4,4,3,3,3,3,3,4,3.0,3,4,3,5,5,4,4,5,5,3,2,3
R0491,31,Woman,Java,IDR 5–10M,2,E-commerce,Personal care,950000,9,Sometimes,4.0,3,3,4,3,4,3,4,3,4,3,3,3.0,5,5,4,4,4,4,3,4,4,5,5,5
R0492,44,Woman,Sulawesi,IDR 10–20M,2,Minimarket,Food & beverages,1580000,6,Rarely,3.0,3,3,4,3,4,4,5,5,5,3,2,3.0,2,3,3,4,4,3,3,4,4,4,5,4
R0493,37,Woman,Java,IDR 10–20M,5,Minimarket,Personal care,1350000,9,Rarely,3.0,3,3,2,4,3,4,2,3,3,3,3,3.0,3,3,3,4,4,4,5,5,5,3,3,3
R0494,45,Woman,Kalimantan,> IDR 20M,1,Supermarket,Personal care,1740000,7,Rarely,3.0,3,3,3,4,4,4,4,4,4,4,4,4.0,3,4,4,3,4,4,4,4,5,2,1,2
R0495,44,Woman,Java,IDR 10–20M,3,Minimarket,Home care,1210000,6,Rarely,3.0,4,3,4,2,3,3,4,4,4,3,3,2.0,4,3,3,4,5,5,5,5,5,3,4,4
R0496,21,Man,Java,< IDR 5M,6,E-commerce,Personal care,700000,10,Often,2.0,3,3,3,3,3,4,3,3,4,4,4,4.0,5,4,5,5,4,5,3,3,3,4,4,5
R0497,18,Woman,Kalimantan,IDR 10–20M,4,Minimarket,Food & beverages,770000,8,Often,4.0,4,3,4,4,3,4,3,4,3,4,4,3.0,2,2,2,3,4,4,4,3,3,2,3,3
R0498,36,Man,Java,IDR 10–20M,2,Minimarket,Food & beverages,1330000,9,Often,4.0,4,3,3,3,3,3,3,3,4,4,3,3.0,4,5,5,4,4,4,3,4,3,4,4,3
R0499,35,Woman,Java,IDR 5–10M,1,Minimarket,Home care,1040000,10,Sometimes,3.0,3,3,4,3,3,3,3,3,3,3,2,2.0,2,3,3,4,5,4,4,4,5,3,3,3
R0500,30,Man,Sumatra,> IDR 20M,4,E-commerce,Food & beverages,1760000,12,Rarely,3.0,2,2,2,4,4,4,5,5,5,4,4,4.0,3,3,3,2,3,3,5,5,5,3,4,4
R0501,45,Woman,Java,IDR 10–20M,4,Minimarket,Food & beverages,1150000,10,Sometimes,3.0,2,3,3,3,4,4,4,4,3,3,3,3.0,3,3,3,5,5,4,4,4,4,4,3,3
R0502,28,Woman,Java,IDR 5–10M,2,E-commerce,Food & beverages,720000,12,Rarely,3.0,4,4,4,4,4,4,4,4,3,4,3,4.0,3,3,3,3,3,4,3,2,2,3,3,2
R0503,42,Man,Java,IDR 10–20M,3,Minimarket,Personal care,1200000,9,Rarely,4.0,3,3,4,4,3,3,4,4,4,4,4,4.0,2,2,2,4,3,4,4,4,3,3,3,3
R0504,32,Man,Java,IDR 5–10M,1,Traditional market,Home care,890000,8,Sometimes,5.0,4,4,4,4,4,4,2,3,3,3,2,2.0,3,4,4,3,3,3,3,3,3,3,3,4
R0505,41,Woman,Java,IDR 5–10M,3,Minimarket,Home care,750000,6,Rarely,2.0,3,3,3,4,3,4,3,3,4,3,2,3.0,2,2,3,4,4,4,4,4,3,2,3,3
R0506,30,Woman,Java,IDR 10–20M,5,Supermarket,Food & beverages,1780000,10,Sometimes,3.0,2,3,3,4,3,4,3,3,3,4,3,3.0,3,3,3,4,5,5,3,3,4,3,4,3
R0507,24,Woman,Java,IDR 5–10M,1,E-commerce,Personal care,760000,6,Often,5.0,4,4,3,3,4,3,3,3,3,3,3,4.0,5,5,5,4,4,4,3,3,3,4,4,4
R0508,36,Man,Sumatra,IDR 5–10M,7,Minimarket,Home care,1440000,10,Never,3.0,3,3,3,4,3,3,3,3,3,2,3,2.0,3,3,2,4,4,4,4,4,4,4,4,3
R0509,40,Man,Java,IDR 10–20M,2,E-commerce,Food & beverages,1500000,10,Rarely,3.0,2,3,3,4,5,4,5,5,5,3,3,3.0,3,4,3,3,3,3,3,3,4,4,3,3
R0510,35,Man,Sumatra,IDR 10–20M,3,Supermarket,Personal care,1240000,11,Rarely,4.0,2,3,3,4,4,4,4,4,4,4,4,3.0,3,3,3,2,3,3,5,4,4,4,4,4
R0511,33,Woman,Java,< IDR 5M,4,E-commerce,Personal care,1120000,9,Rarely,4.0,1,2,2,4,4,4,4,3,4,5,5,4.0,5,5,4,4,4,5,3,3,3,5,5,5
R0512,34,Woman,Kalimantan,IDR 10–20M,5,Minimarket,Food & beverages,1940000,9,Sometimes,4.0,3,3,2,3,4,4,4,5,5,4,5,5.0,4,3,4,4,4,4,4,2,4,3,3,4
R0513,37,Woman,Java,,2,Supermarket,Personal care,1170000,11,Rarely,3.0,2,3,2,3,4,3,3,4,4,4,3,3.0,3,3,3,5,5,4,4,5,5,3,3,3
R0514,40,Woman,Java,IDR 5–10M,6,Minimarket,Personal care,1130000,11,Sometimes,4.0,2,2,3,3,4,3,3,3,3,3,2,4.0,5,4,5,4,5,5,3,3,3,5,4,5
R0515,31,Man,Kalimantan,< IDR 5M,3,Traditional market,Home care,530000,4,Sometimes,4.0,4,4,4,3,3,3,4,4,3,3,3,4.0,3,3,4,4,3,3,3,2,3,3,3,4
R0516,33,Man,Sumatra,IDR 10–20M,7,Supermarket,Food & beverages,1700000,7,Sometimes,3.0,3,3,2,4,4,4,4,4,3,3,3,3.0,3,4,4,4,4,3,4,4,5,3,3,4
R0517,30,Man,Bali & Nusa Tenggara,IDR 10–20M,4,Supermarket,Food & beverages,600000,7,Sometimes,4.0,4,4,4,4,3,3,3,3,3,3,3,3.0,4,4,3,2,2,2,3,3,3,3,3,3
R0518,32,Woman,Java,IDR 5–10M,3,E-commerce,Personal care,1020000,10,Often,3.0,3,3,3,3,4,3,4,3,3,5,4,5.0,4,5,4,4,4,5,3,3,3,3,4,3
R0519,19,Man,Java,IDR 10–20M,4,Minimarket,Home care,870000,9,Rarely,2.0,3,3,3,4,4,3,3,4,3,4,4,3.0,5,5,4,4,4,5,3,3,4,4,5,5
R0520,44,Man,Sulawesi,IDR 10–20M,4,E-commerce,Home care,950000,10,Rarely,2.0,3,3,3,3,3,4,4,4,4,3,3,3.0,3,4,4,5,5,5,4,4,4,3,3,3
R0521,40,Woman,Java,IDR 5–10M,3,Minimarket,Home care,1050000,12,Rarely,2.0,3,3,3,4,3,3,4,4,4,2,2,2.0,3,4,3,4,4,4,4,4,5,3,4,3
R0522,27,Man,Java,> IDR 20M,1,Minimarket,Personal care,1550000,9,Rarely,3.0,3,3,4,4,3,3,3,3,3,2,3,2.0,2,2,2,4,5,5,4,4,4,3,4,3
R0523,41,Woman,Java,< IDR 5M,3,Traditional market,Personal care,800000,12,Rarely,4.0,3,2,2,3,4,3,3,3,3,3,3,3.0,3,3,2,4,5,4,4,4,5,3,4,3
R0524,29,Man,Sumatra,< IDR 5M,2,Traditional market,Home care,710000,7,Rarely,4.0,4,3,3,3,3,3,2,2,3,2,3,2.0,4,3,3,3,4,3,3,3,2,3,4,3
R0525,40,Man,Bali & Nusa Tenggara,> IDR 20M,3,Supermarket,Personal care,1810000,10,Rarely,3.0,2,3,2,4,5,4,4,3,4,3,3,4.0,3,4,3,4,4,4,5,5,5,4,3,3
R0526,30,Woman,Kalimantan,< IDR 5M,7,E-commerce,Personal care,360000,7,Never,4.0,4,4,5,3,2,2,4,3,3,2,2,3.0,2,3,3,3,3,3,3,3,2,3,4,3
R0527,37,Woman,Java,IDR 5–10M,5,Minimarket,Home care,470000,7,Rarely,4.0,3,4,4,3,3,2,3,4,3,4,2,3.0,5,3,4,3,3,3,3,3,2,3,3,2
R0528,19,Man,Sumatra,IDR 5–10M,3,E-commerce,Home care,1140000,9,Often,3.0,3,3,2,3,4,3,4,3,3,3,3,3.0,4,4,4,4,3,3,3,3,3,3,4,4
R0529,34,Man,Java,IDR 5–10M,4,Minimarket,Food & beverages,670000,6,Never,5.0,3,4,4,3,4,3,2,3,2,3,3,3.0,3,2,3,3,3,3,3,3,4,3,3,4
R0530,51,Man,Java,IDR 5–10M,2,Minimarket,Home care,900000,10,Rarely,4.0,3,3,2,4,4,3,4,5,5,4,4,4.0,4,3,4,3,3,3,4,4,5,3,4,4
R0531,18,Woman,Java,< IDR 5M,2,Minimarket,Home care,1060000,8,Often,3.0,3,3,3,4,4,3,4,3,3,4,4,3.0,4,4,4,3,4,5,3,3,3,5,4,4
R0532,19,Man,Kalimantan,> IDR 20M,4,Traditional market,Home care,1030000,4,Never,4.0,4,4,4,4,3,3,2,3,1,4,3,4.0,3,3,3,4,4,4,3,3,3,4,4,4
R0533,38,Woman,Kalimantan,IDR 5–10M,2,Supermarket,Personal care,810000,8,Sometimes,4.0,4,4,3,4,5,3,4,4,4,3,3,2.0,4,4,4,4,4,4,3,3,4,4,3,4
R0534,30,Woman,Bali & Nusa Tenggara,< IDR 5M,4,Traditional market,Food & beverages,930000,11,Often,4.0,4,4,3,3,3,2,3,3,2,3,2,3.0,2,2,2,3,3,3,2,3,2,3,4,4
R0535,28,Man,Java,< IDR 5M,3,Supermarket,Food & beverages,660000,14,Sometimes,4.0,4,4,5,3,3,3,3,3,3,3,2,3.0,3,3,3,3,3,3,2,3,3,3,3,2
R0536,40,Woman,Java,IDR 5–10M,4,Supermarket,Food & beverages,1280000,8,Sometimes,3.0,2,3,2,5,5,5,4,4,5,4,3,3.0,4,4,3,3,4,4,4,4,4,4,4,4
R0537,31,Woman,Java,IDR 10–20M,4,Traditional market,Personal care,830000,4,Often,4.0,4,3,4,4,4,4,3,2,4,2,2,3.0,3,3,3,3,2,3,3,3,3,3,3,3
R0538,52,Woman,Sulawesi,IDR 5–10M,1,E-commerce,Home care,1540000,10,Rarely,3.0,3,3,3,5,5,5,3,2,3,3,3,3.0,4,3,3,3,4,4,5,4,5,5,5,4
R0539,28,Woman,Sumatra,IDR 5–10M,1,Minimarket,Personal care,580000,8,Sometimes,,3,3,3,3,3,3,3,3,3,2,2,2.0,3,3,3,3,3,4,2,3,3,3,2,2
